,1.2.1_SI_POV_NAHC,1.3.1_SI_COV_PENSN,1.4.1_SP_ACS_BSRVH2O,1.4.1_SP_ACS_BSRVSAN,1.a.2_SD_XPD_ESED,10.4.1_SL_EMP_GTOTL,10.5.1_FI_FSI_FSLS,10.5.1_FI_FSI_FSKNL,10.5.1_FI_FSI_FSANL,10.5.1_FI_FSI_FSERA,10.a.1_TM_TRF_ZERO,10.b.1_DC_TRF_TOTL,11.6.2_EN_ATM_PM25,12.2.2_EN_MAT_DOMCMPC,12.2.2_EN_MAT_DOMCMPG,12.4.2_EN_EWT_GENPCAP,16.2.2_VC_HTF_DETV,16.3.2_VC_PRS_UNSEC,16.5.2_IC_FRM_BRIB,16.9.1_SG_REG_BRTH,2.1.1_SN_ITK_DEFC,2.2.1_SH_STA_STUNTN,2.2.1_SH_STA_STUNT,2.2.2_SH_STA_OVRWGTN,2.2.2_SH_STA_WASTEN,2.5.1_ER_GRF_ANIMRCNTN,2.a.1_AG_PRD_ORTIND,2.a.1_AG_XPD_AGSGB,2.a.1_AG_PRD_AGVAS,2.a.2_DC_TOF_AGRL,2.c.1_AG_FPA_CFPI,3.1.1_SH_STA_MMR,3.2.1_SH_DYN_IMRTN,3.2.1_SH_DYN_IMRT,3.2.1_SH_DYN_MORTN,3.2.1_SH_DYN_MORT,3.2.2_SH_DYN_NMRTN,3.2.2_SH_DYN_NMRT,3.3.1_SH_HIV_INCD,3.3.2_SH_TBS_INCID,3.3.4_SH_HAP_HBSAG,3.3.5_SH_TRP_INTVN,3.4.1_SH_DTH_NCOM,3.4.1_SH_DTH_RNCOM,3.4.2_SH_STA_SCIDEN,3.4.2_SH_STA_SCIDE,3.5.1_SH_SUD_ALCOL,3.5.2_SH_ALC_CONSPT,3.6.1_SH_STA_TRAF,3.7.1_SH_FPL_MTMM,3.7.2_SP_DYN_ADKL,3.8.2_SH_XPD_EARN10,3.8.2_SH_XPD_EARN25,3.9.1_SH_AAP_ASMORT,3.9.1_SH_HAP_ASMORT,3.9.2_SH_STA_WASH,3.9.3_SH_STA_POISN,3.b.1_SH_ACS_DTP3,3.b.1_SH_ACS_MCV2,3.b.1_SH_ACS_PCV3,3.b.2_DC_TOF_HLTHL,3.b.2_DC_TOF_HLTHNT,3.c.1_SH_MED_HEAWOR,4.1.1_SE_TOT_PRFL,4.1.2_SE_TOT_CPLR,4.5.1_SE_AGP_CPRA,4.5.1_SE_ALP_CPLR,4.5.1_SE_AWP_CPRA,4.b.1_DC_TOF_SCHIPSL,5.5.1_SG_GEN_LOCGELS,5.5.1_SG_GEN_PARL,5.5.2_IC_GEN_MGTL,6.2.1_SH_SAN_DEFECT,6.4.1_ER_H2O_WUEYST,6.4.2_ER_H2O_STRESS,6.5.1_ER_H2O_IWRMD,6.6.1_EN_WBE_PMPR,6.a.1_DC_TOF_WASHL,6.b.1_ER_H2O_RURP,7.1.1_EG_ELC_ACCS,7.1.2_EG_EGY_CLEAN,7.2.1_EG_FEC_RNEW,7.3.1_EG_EGY_PRIM,8.1.1_NY_GDP_PCAP,8.10.1_FB_ATM_TOTL,8.10.1_FB_CBK_BRCH,8.10.2_FB_BNK_ACCSS,8.2.1_SL_EMP_PCAP,8.6.1_SL_TLF_NEET,8.a.1_DC_TOF_TRDCML,8.a.1_DC_TOF_TRDDBML,9.1.2_IS_RDP_FRGVOL,9.1.2_IS_RDP_PFVOL,9.2.1_NV_IND_MANF,9.2.1_NV_IND_MANFPC,9.2.2_SL_TLF_MANF,9.3.2_FC_ACC_SSID,9.a.1_DC_TOF_INFRAL,9.b.1_NV_IND_TECH,9.c.1_IT_MOB_2GNTWK,9.c.1_IT_MOB_3GNTWK,9.c.1_IT_MOB_4GNTWK,Human Development Index
Slovakia,12.6,100.0,99.8,97.89,9.42,51.04,35.38,6.93,3.08,1.06,73.44,1828.3140999999994,17.79,1.89,0.1,12.76,88.0,15.0,4.38,100.0,6.1,237.7705,6.137600000000001,75.04119999999995,63.34399999999995,0.0,0.45,1.08,2.36,39.723400000000005,1.1,5.0,175.33,4.63,212.0,5.57,157.0,2.8,0.03,5.8,0.6,6.0,17.33,6249.83,465.33,13.0,12.5,11.29,6.1,56.03049999999999,26.8,3.77,0.44,31.0,3.0,0.0,0.4,96.0,97.0,96.0,33.6833,31.169899999999995,11.78,75.48,95.98,1.01,1.01,0.9,9.0125,25.91,20.67,32.1,0.0,146.29,2.9,66.0,0.56,66.95949999999999,2.07,100.0,95.0,12.43,4.44,3.94,61.86,25.6,84.21,2.0,10.23,386.7864000000001,364.3179999999998,11264750000.0,12876518932.33,22.82,4172.4,24.5,45.79,483.5074000000002,49.71,100.0,95.0,94.0,0.848
Slovenia,14.3,100.0,99.53,99.11,11.75,58.4,32.53,41.04,6.01,1.45,75.63,2071.65,16.11,2.36,0.09,15.07,25.0,18.4,0.23,100.0,2.5,228.0086000000001,5.206900000000002,73.44059999999996,61.20159999999996,0.0,0.57,1.13,2.11,0.24,0.0,7.0,23.33,1.73,29.33,2.13,24.0,1.2,0.7239999999999998,5.3,1.0,1.0,12.67,2556.0,257.67,18.63,13.97,11.95,6.4,61.1105,4.1,2.9,0.26,19.0,4.0,0.0,0.3,93.0,94.0,60.0,26.0324,22.183900000000005,36.12,84.41,96.74,1.02,0.9846000000000007,0.95,2.7089999999999996,33.65,27.78,38.55,0.0,42.63,6.3,58.0,0.22,0.0,1.69,100.0,95.0,20.39,4.46,4.05,89.94,28.01,97.54,2.9,6.63,375.24030000000005,271.70360000000005,6844135710.0,667096730.0,21.38,5136.7,24.9,72.26,3.9,37.18,99.8,99.5,99.5,0.918
Solomon Islands,12.7,20.5,73.26,43.83,17.48,49.06,53.34,6.61,3.85,3.46,67.93,206.48,11.07,1.64,1.1,0.8,58.97,50.4,43.78,88.0,13.2,29.65,31.69,4.22,7.92,0.0,0.14,3.69,26.06,8.26,0.1,104.0,238.67,17.07,278.0,19.97,174.0,8.2,0.9521000000000008,74.0,2.9,542215.0,23.77,259.83,19.0,4.7,5.23,1.82,17.4,38.0,78.0,7.552900000000003,1.1543999999999999,37.0,113.0,6.2,0.9,85.0,54.0,84.0,6.82,6.69,6.31,30.154099999999975,61.062599999999996,0.9188000000000004,0.6964999999999999,0.3569,4.7,15.003499999999995,6.12,25.66,42.24,20.070700000000002,3.697199999999999,26.0,1.13,9.87,2.0,65.42,9.0,48.7,5.47,1.18,11.86,4.22,43.43799999999998,-0.1,7.0,107.3,72.13,1056692.4,778497536.12,9.44,170.5,5.5,63.64,62.46,8.077899999999998,95.0,45.0,20.0,0.564
South Africa,65.03,93.0,90.75,75.57,18.87,54.14,31.14,17.83,3.73,1.68,68.13,3378.62,23.92,1.99,0.26,7.09,55.0,27.0,4.19,88.6,5.7,1594.65,27.42,771.93,142.51,7.0,0.6,1.36,2.18,16.83,-0.2,119.0,22435.33,28.47,26672.0,33.73,12717.0,10.7,6.05,520.0,1.7,18807465.0,26.57,34852.92,4317.33,11.67,7.07,9.64,25.9,79.7,40.9,1.41,0.12,59.0,34.0,13.7,1.2,74.0,50.0,73.0,149.92,149.5,6.49,17.52,70.07,0.95,0.71,0.43,7.41,40.73,46.35,30.46,1.68,14.71,60.3,65.0,0.25,1.77,2.0,81.59,85.0,9.96,7.95,-0.58,66.95,10.16,69.2,0.9,31.6,773.93,265.31,75498648226.31,104475200937.65,11.58,649.1,10.8,21.1,406.03,24.43,99.97,99.51,90.32,0.713
South Sudan,54.03,13.308499999999997,46.8,17.79,0.88,48.57,115.79669999999994,17.158200000000004,16.58420000000001,2.533500000000001,32.37,1569.63,40.98,0.35,0.34,1.1849999999999996,144.2,45.159,47.98,35.4,31.23299999999998,495.25,31.28,95.34,360.02,0.01,0.21470000000000009,4.0219000000000005,30.27829999999999,43.75,-0.8,1150.0,16230.67,63.53,25110.67,98.33,15475.0,40.0,1.72,146.0,21.1,7467149.0,19.77,3997.17,305.33,3.73,4.006199999999998,4.360900000000002,29.9,5.2,158.1,8.72,2.63,70.0,126.0,63.3,4.0,49.0,49.51,51.13,108.73,105.79,0.0,19.555199999999992,14.41,0.41,0.74,0.11,0.82,23.901999999999994,28.46,28.4397,50.06,19.76,4.2,38.0,28.36959999999998,54.57,3.0,29.62,5.0,27.93,1.52,2.79,0.49,1.38,8.59,6.7,21.122400000000003,52.83,77.41,332561815.92,3143497342.79,2.43,31.9,5.964999999999998,7.96,31.72,8.931499999999998,38.0,15.0,10.0,0.385
Spain,13.968000000000002,80.0,99.94,99.93,9.97,61.24,22.83,13.32,3.69,0.61,57.27,4529.701799999998,9.62,2.09,0.06,19.02,193.0,14.4,6.260500000000004,100.0,2.5,270.4494,5.840400000000003,269.7783000000001,114.57209999999995,29.0,0.1,0.28,2.8,71.9983,-0.3,4.0,672.0,2.5,812.67,3.03,684.0,1.7,0.07,9.4,0.2,7.0,9.97,46912.17,2685.33,8.77,1.57,12.86,4.1,70.9455,7.1,5.73,1.21,10.0,5.49,0.2,0.2,93.0,94.0,93.0,30.051400000000008,29.6083,28.86,80.77,81.59,1.09,0.97,0.7,7.5352,38.49,44.0,32.14,0.0,36.21,42.6,82.0,0.63,97.84600000000006,1.56,100.0,95.0,15.62,3.3,2.25,108.67,55.19,93.76,0.9,12.43,369.3707999999999,389.67219999999986,62725017440.0,178958819110.0,12.65,3612.9,12.7,38.59940000000002,551.4218,39.98,99.8,99.7,97.8,0.905
Sri Lanka,4.6,38.4,91.36,95.53,11.33,37.11,38.64,10.87,3.42,1.77,44.19,183.61,15.17,1.05,0.27,6.28,23.0,57.8,10.02,97.2,7.6,296.28,17.3,34.25,258.6,0.0,0.57,4.51,7.87,75.43,-0.15600000000000006,36.0,1432.0,6.37,1680.67,7.43,1509.0,4.5,0.01,64.0,0.6,55489.0,17.57,15539.58,2023.0,14.83,3.23,4.19,14.9,74.3,21.0,5.42,0.9,24.0,63.0,1.2,0.43,99.0,99.0,89.7,27.31,20.8,8.33,44.39299999999997,68.48,1.04,0.94,0.56,7.16,10.89,5.33,27.58,0.41,5.81,90.8,25.25,1.64,179.66,3.0,98.18,31.0,48.39,2.01,2.72,17.2,18.63,73.66,2.5,26.87,123.18,280.07,2728029130.38,53291910957.25,16.31,705.4,19.3,26.11,528.72,8.87,99.0,86.0,80.0,0.782
Sudan,43.53,11.0,62.41,40.32,10.78,34.39,68.38889999999998,13.917499999999997,10.038899999999998,2.557799999999999,71.3,973.33,47.38,1.08,0.71,2.08,78.25,18.5,17.6,67.3,12.4,2229.32,38.24,173.76,950.72,0.0,0.1,2.48,23.87,31.86,0.015000000000000008,295.0,37348.0,42.03,53162.0,60.43,38478.0,28.6,0.13,71.0,2.9,11930091.0,26.03,18744.67,2136.67,8.1,1.3,0.51,25.7,30.1,86.8,18.36,3.34,100.0,112.0,17.3,3.93,93.0,72.0,93.0,113.48,111.29,2.98,22.58859999999999,48.97,0.9,0.85,0.27,3.55,24.79339999999999,27.65,14.380299999999993,20.72,2.49,118.6,40.0,1.035,37.64,2.0,60.59,50.0,60.46,4.33,-4.63,6.42,3.37,15.16,-5.9,33.07,60.95,34.3,6790395325.3,14496086812.14,8.33,164.3,7.7,9.897200000000002,6.53,9.317499999999997,90.0,46.6,35.0,0.508
Suriname,29.88549999999999,61.0822,94.55,82.9,15.829000000000006,46.92,61.930800000000005,17.743200000000005,6.516200000000001,2.1861,75.96,61.87,24.71,2.52,0.32,9.41,9.0,34.821999999999996,12.65,98.3,8.1,4.61,8.8,2.1,2.61,0.0,0.41409999999999997,2.8579999999999997,6.63,3.11,0.6,120.0,120.0,16.87,134.0,18.87,107.0,10.0,0.5,38.0,0.4,265.0,21.77,384.0,85.0,22.8,6.87,5.35,14.5,57.5,56.7,4.87,1.35,44.0,16.0,2.0,0.37,95.0,39.0,78.27,1.75,1.75,10.19,29.77,46.83,1.1,0.72,0.21,0.9,35.59,31.37,37.27,3.59,6.87,3.95,15.0,1.6529999999999996,0.38,2.0,95.84,94.0,21.62,1.9,1.64,48.15,11.68,59.91409999999997,1.5,24.460999999999995,5.66,6.08,205567478.7,1324519796.46,10.3,839.9,6.5,21.09,10.4,11.62,100.0,95.0,75.0,0.73
Sweden,15.7159,100.0,100.0,99.39,15.73,55.42,26.41,4.0,0.49,1.03,69.22,1811.1297999999995,6.02,2.99,0.05,20.13,2.0,27.0,1.87,100.0,2.5,256.04440000000005,6.3277,163.52190000000004,81.1534999999999,0.0,0.31,0.44,1.38,38.22090000000001,-0.1,4.0,173.33,2.2,213.33,2.7,179.0,1.5,0.1426,5.5,0.3,11.0,9.13,10384.58,970.0,14.8,11.0,8.94,2.8,78.13599999999997,4.6,10.603000000000003,1.7028999999999994,7.0,5.51,0.2,0.4,97.0,95.0,97.0,29.833700000000007,29.778000000000006,43.49,83.95,96.32,1.01,0.98,0.97,8.203800000000008,43.84,46.99,38.57,0.0,192.23,3.4,89.0,8.8,59.379600000000046,1.84,100.0,95.0,52.3,4.39,1.54,31.84,14.89,99.74,0.4,6.13,339.25660000000005,367.2937999999999,16901932000.0,50892550958.89,13.88,7460.3,9.9,41.34,473.1714,52.09,100.0,100.0,100.0,0.947
Switzerland,14.1846,98.67,100.0,99.88,15.51,70.71,158.29,3.24,0.67,0.4,61.82,2256.7153999999996,10.32,2.42,0.03,23.41,90.0,43.2,6.72,100.0,2.5,7093.151299999994,5.2674,164.3692,2931.9006,4.0,7.95,5.23,0.65,71.26050000000001,-0.1,5.0,213.33,3.7,240.0,4.13,258.0,2.9,0.4531000000000001,6.4,0.2,0.0,8.6,7419.83,961.67,17.2,9.6,11.59,2.7,76.63649999999998,2.4,19.7,6.68,10.0,5.78,0.1,0.1,96.0,89.0,85.0,37.72010000000003,36.24799999999998,57.58,79.85,89.96,0.97,1.09,0.82,12.504100000000005,31.3,41.5,34.48,0.0,389.74,7.6,81.0,3.46,111.153,1.44,100.0,95.0,24.74,2.02,1.91,99.18,39.51,98.42,0.1,6.03,607.5967000000003,611.9822999999997,7716549630.0,60733831066.67,18.92,16001.6,12.4,39.46790000000001,814.8297,64.55,100.0,100.0,99.0,0.962
Tajikistan,29.9,100.0,84.36,96.59,16.39,28.47,75.83,38.57,20.39,-3.19,55.43,509.07,41.45,0.66,0.68,5.148799999999999,22.0,35.62099999999999,36.25,95.8,7.909000000000004,228.25,17.51,43.37,72.51,0.0,0.3581,5.201999999999998,16.385999999999996,31.95,0.1,17.0,5632.67,30.37,6418.0,34.7,4193.0,15.0,0.08,84.0,0.7,3230054.0,25.3,4384.08,145.67,2.5,0.93,3.29,18.1,52.1,54.3,17.73,5.72,94.0,45.0,2.7,1.17,96.0,97.0,89.07,30.3,28.48,17.79,30.46269999999999,76.2,0.74,0.58,0.53,1.84,21.723999999999993,19.05,14.8,0.05,0.64,68.7,40.585,1.13,71.84,2.0,99.28,81.0,41.69,5.23,4.54,10.55,6.6,47.08,2.7,41.67,238.89,231.39,759734857.22,5215505550.87,16.27,176.9,5.4,19.89,220.62,2.19,90.0,90.0,80.0,0.685
Thailand,10.07,82.0,99.93,98.76,19.13,48.24,30.67,9.11,3.08,1.31,52.75,4979.81,26.4,2.25,0.37,9.15,295.0,18.0,9.85,99.5,9.3,397.91,10.52,310.79,203.9,0.0,0.7,5.76,8.12,8.53,-2.8,37.0,3750.0,7.77,4397.33,9.07,3603.0,5.0,0.14,153.0,0.2,55073.0,14.6,45692.75,6630.0,14.57,5.43,8.41,32.7,89.2,37.8,2.22,0.41,36.0,32.0,3.5,0.4,97.0,87.0,94.83,20.24,19.64,10.89,43.54,79.26,1.1,0.98,0.72,5.93,17.35,16.2,33.91,0.0,7.21,23.0,48.955,1.05,1.58,2.0,100.0,79.0,22.69,5.13,3.8,115.25,11.7,81.69,2.7,14.8,14.34,258.17,55179183973.87,196208157718.36,26.74,1772.4,16.5,9.04,535.17,40.71,98.0,98.0,98.0,0.8
Togo,53.23,19.0,67.52,17.38,21.77,39.37,72.64990000000004,17.3118,12.395300000000002,3.0120999999999993,88.17,356.77,31.96,0.83,1.28,0.92,278.0,51.93800000000001,6.97,82.9,20.7,279.48,23.8,17.61,58.72,0.0,0.24,5.74,24.24,26.52,-0.4,396.0,8144.0,47.3,11905.33,69.67,6496.0,24.9,0.72,36.0,3.4,4292784.0,23.6,2751.75,486.33,9.6,9.53,2.47,29.2,37.0,88.7,10.65,0.02,100.0,190.0,41.6,2.4,88.0,72.48,88.0,23.33,22.9,1.29,23.25,26.73,0.47,0.26,0.07,2.2,16.32310000000001,18.68,29.84,44.2,8.38,3.0,32.0,0.19,19.34,2.0,52.09,9.0,71.01,12.88,2.37,6.14,5.19,45.31,2.2,10.03,91.17,68.97,253240578.79,1864264252.03,8.2,51.5,8.4,19.41,60.61,9.7545,92.0,49.0,28.0,0.539
Tonga,22.5,73.3,99.88,94.18,18.1,45.68,53.53,6.22,3.58,3.21,48.85,89.84,10.15,3.93,1.01,3.35,48.14,7.4,24.87,93.4,7.271,1.08,8.1,2.3,0.69,0.0,0.40569999999999984,4.167099999999999,10.157600000000004,1.87,0.1,52.0,22.67,13.4,26.67,15.6,16.0,6.5,1.1186000000000003,10.0,2.4,37131.0,23.5,66.25,2.33,3.5,5.27,0.8,16.8,47.9,30.0,8.563000000000004,1.3558999999999997,27.0,52.0,1.4,1.33,81.0,85.0,64.66,2.71,2.71,12.25,39.167099999999984,72.48849999999997,1.0008000000000001,0.7663999999999999,0.39029999999999987,3.01,17.135900000000007,7.41,26.6,0.0,22.748399999999993,39.788999999999994,30.0,2.41,1.13,2.0,98.19,50.0,1.48,3.67,-1.6,40.51,33.01,52.94919999999999,1.8,27.41060000000001,83.49,31.78,0.0,408354621.6,5.91,253.2,24.7,44.91,32.97,1.61,98.0,96.0,65.0,0.745
Trinidad and Tobago,20.973500000000005,98.4,98.18,93.4,13.91,64.09,23.47,6.21,3.04,2.67,92.51,704.4,22.23,3.76,0.25,15.73,2.0,59.7,10.48,96.5,5.5,8.97,9.19,11.1,6.24,0.0,1.01,1.06,1.05,0.33,-0.9,67.0,197.33,16.33,222.0,18.27,210.0,11.7,2.2229000000000005,21.0,0.4,160.0,21.3,1347.33,124.0,13.7,6.77,6.78,12.1,58.2,38.0,3.88,1.93,38.0,1.0,0.1,0.23,99.0,92.0,99.0,0.05,0.05,23.11,61.75,92.29,1.03,0.99,0.84,0.09,31.37460000000002,30.95,44.51,0.07,57.3,20.3,25.0,2.2314,0.01,2.0,100.0,95.0,0.37,17.71,-0.66,43.04,11.75,80.87,0.3,52.2,345.8026000000001,259.1683000000001,771057840.29,8866003347.93,14.44,2328.1,7.7,53.9,0.64,39.6,100.0,100.0,75.0,0.81
Tunisia,15.2,54.0,94.89,89.19,22.62,45.91,65.0318,11.833600000000006,5.075900000000002,1.2770000000000004,61.0,1611.97,35.7,1.64,0.39,6.43,195.0,27.442999999999998,10.33,99.9,2.5,87.1,8.41,178.44,21.5,0.0,0.59,5.36,9.08,53.25,-0.1,43.0,1985.33,14.57,2316.67,16.97,2334.0,11.5,0.03,35.0,0.8,6650.0,16.17,7824.75,255.0,3.37,0.63,2.14,22.8,63.2,4.0,18.36,2.66,55.0,2.0,1.0,0.47,97.0,99.0,92.6,3.35,3.35,10.88,27.94,62.68,1.02,0.71,0.34,18.01,48.49,24.88,14.76,0.0,7.73,117.8,55.0,0.19,230.26,2.0,100.0,95.0,11.91,3.78,1.32,30.72,22.08,37.0,1.6,25.27,688.37,653.39,2405396009.83,24894106324.83,14.97,591.7,18.6,39.96,1022.66,28.87,99.0,99.0,96.0,0.731
Turkey,13.5,100.0,99.04,95.66,8.02,36.22,64.01,5.93,3.69,1.78,45.49,6737.1,41.59,3.31,0.22,10.2,108.0,30.0,5.41,98.4,2.5,404.96,6.0,546.69,114.74,0.0,0.66,3.9,5.82,332.64,0.1,17.0,7961.33,9.07,9273.33,10.6,7172.0,5.5,0.06639999999999997,16.0,0.3,0.0,16.3,51874.5,3863.33,7.33,4.87,2.08,12.3,60.1,20.9,3.19,0.36,47.0,4.17,0.3,0.3,98.0,87.0,97.0,67.14,66.7,13.14,61.45,73.25,0.86,0.7,0.45,23.06,10.14,17.32,14.81,0.52,13.58,44.45,70.0,1.55,48.21,2.24,100.0,95.0,11.41,3.03,1.3,78.29,16.82,68.62,1.6,24.5,1365.33,1429.94,79895307583.18,214999259373.42,16.9,1990.1,18.2,31.3,2110.81,32.21,99.69,98.32,93.17,0.838
Turkmenistan,18.336799999999997,72.70320000000002,91.62,98.96,20.8,46.57,65.00410000000004,16.8684,7.7692999999999985,2.0818,50.92,123.19,21.62,3.81,0.52,6.47,2.0,30.614999999999995,14.3303,99.6,4.0,77.79,11.46,39.94,28.27,0.0,0.31849999999999995,4.849899999999998,12.9151,1.6,-0.4219999999999999,7.0,3650.67,39.23,4266.67,45.67,2921.0,21.0,1.1552999999999998,46.0,0.2,212.0,29.7,4022.5,253.33,6.77,5.97,4.99,14.5,75.6,28.0,7.368199999999999,1.3542999999999994,78.0,2.0,4.0,0.73,99.0,99.0,87.01,2.03,1.72,17.34,39.59129999999999,77.76,0.77,0.37,0.33,0.96,21.93,25.0,36.7239,0.0,1.44,143.6,39.4825,18.22,0.26,1.92,100.0,95.0,0.06,12.25,4.46,37.147699999999986,18.132799999999996,40.6,5.0,27.851199999999995,2.43,4.99,4948347350.82,11784894294.58,45.04,3487.7,12.61799999999999,24.475600000000004,4.53,31.589400000000015,95.76,75.8,67.0,0.745
Uganda,17.8,24.1,55.15,20.25,10.92,38.78,46.25,4.75,3.34,3.62,89.99,2721.56,48.57,0.67,1.07,0.8,79.0,51.1,21.98,32.2,22.726999999999993,2081.55,28.92,269.84,249.95,0.0,0.17,3.99,23.38,222.99,0.4,375.0,36238.0,33.77,49359.33,46.37,32296.0,19.9,1.7,200.0,3.2,21407858.0,22.0,10871.25,2736.67,9.9,7.13,15.19,29.0,55.2,131.5,15.27,3.77,69.0,117.0,31.6,3.2,93.0,75.95,92.0,236.88,235.44,3.54,22.98,28.78,0.82,0.65,0.18,4.03,45.69,34.86,31.76,4.79,28.75,5.8,59.0,18.06,154.21,2.0,30.14,5.0,88.52,9.52,4.87,4.15,2.58,59.33,1.8,19.52,1359.59,420.14,2317554336.33,8249026364.43,8.38,57.6,4.4,6.31,408.09,11.07,98.0,69.63,57.0,0.525
Ukraine,2.4,96.0,94.83,95.74,13.05,42.77,93.52,60.2,52.85,1.6,66.64,2494.06,18.85,2.2,0.77,7.74,198.0,32.7,50.43,99.8,3.5,493.63,22.85,571.72,177.3,0.0,0.14,1.4,10.14,192.47,0.4,19.0,2132.67,7.47,2519.33,8.7,2180.0,5.2,0.28,80.0,0.5,0.0,25.33,85846.83,6635.0,23.27,6.3,8.64,13.7,68.0,19.1,7.76,0.85,64.0,8.0,0.3,2.63,50.0,90.0,51.52,49.15,49.02,25.71,62.84,81.45,0.78,0.5,0.42,11.3,22.01590000000001,20.8,40.43,0.0,7.75,13.3,39.0,2.27,11.29,3.0,100.0,95.0,6.47,11.16,3.9,97.39,0.43,63.08,4.3,16.57,303.09,361.84,65462640362.5,25624068866.67,12.48,288.5,12.4,16.5,746.98,29.17,99.9,90.0,3.0,0.773
United Arab Emirates,13.928800000000006,27.0,98.05,98.59,12.754199999999996,36.79,39.6,7.21,5.61,1.56,47.57,2735.7634,38.34,3.97,0.1,15.05,34.0,38.2,9.185700000000004,100.0,3.1,273.9881,9.509399999999996,91.7776,132.06229999999994,3.65,0.03,0.02,0.74,35.867200000000004,-0.1,3.0,434.0,6.47,508.0,7.57,406.0,4.0,0.13979999999999995,1.0,0.1,0.0,16.53,1550.83,172.0,2.37,0.57,3.21,18.1,67.21300000000001,5.4,9.657900000000003,1.6244,53.0,2.0,0.0,0.27,99.0,99.0,99.0,25.9436,22.730000000000004,24.46,53.42,74.99199999999998,1.0075000000000003,0.9660999999999997,0.6306,6.646399999999999,38.8728,50.0,15.78,0.06,89.46,1733.65,75.0,0.24,85.54690000000006,1.64,100.0,95.0,0.21,4.48,0.21,64.48,10.74,85.77,0.4,12.77,306.9136,359.6638999999998,18883114879.2,162068639887.37,9.17,3603.0,10.6,24.5925,347.70149999999995,35.92,100.0,100.0,99.73,0.911
Uruguay,7.0,84.1,98.1,96.75,14.94,46.72,57.63,5.69,2.37,1.21,66.45,1679.01,8.65,6.64,0.46,10.54,73.0,72.7,2.35,99.8,2.5,25.12,10.7,16.9,3.05,0.0,0.18,1.57,8.91,11.69,-3.1,17.0,205.33,6.4,242.0,7.57,216.0,4.5,0.27,33.0,0.4,7.0,16.87,3575.42,422.0,18.63,6.47,7.04,13.4,67.82299999999996,35.8,4.54,0.32,15.0,2.0,0.4,0.43,91.0,91.0,93.0,0.21,-0.4,28.36,64.86,66.84,1.02,0.72,0.45,0.82,26.13,21.21,35.92,0.31,10.36,9.8,47.2,2.34,0.72,1.0,100.0,95.0,60.21,3.02,1.25,120.07,10.04,64.04,0.1,18.07,0.9,29.39,2680505173.72,9363967561.58,12.06,1975.9,10.4,43.5,342.39,15.29,91.0,91.0,86.2,0.809
Uzbekistan,14.1,100.0,97.82,100.0,23.03,41.44,41.17,4.27,1.28,2.05,68.52,2135.51,27.07,1.7,0.83,5.568800000000001,573.0,22.106000000000005,6.98,99.9,2.6,364.8,10.85,153.19,61.44,0.0,0.3,8.84,28.79,550.88,-0.10300000000000004,29.0,8879.33,19.07,9958.0,21.37,8071.0,11.6,0.13,70.0,0.6,405951.0,24.6,20338.58,1544.0,7.37,5.97,2.61,11.5,69.01850000000002,18.9,6.66,1.85,69.0,14.0,0.4,1.0,98.0,99.0,96.0,33.87,31.97,34.61,47.90219999999999,86.38,0.93,0.92,0.7,3.49,31.965500000000006,32.0,28.686599999999988,0.0,1.09,162.65,45.0,2.17,97.89,0.0,100.0,85.0,2.43,7.24,3.45,28.04,36.44,37.13,4.3,24.106400000000004,435.82,408.27,14666837259.96,32322496284.0,19.73,495.9,12.0,20.7,877.27,23.740400000000005,98.6,75.5,44.0,0.727
Vanuatu,12.7,8.5,93.08,37.21,12.69,67.45,94.8,57.4,15.05,0.48,71.94,129.47,10.66,1.42,0.48,1.07,43.21,22.4,11.9,43.4,9.8,10.91,28.9,1.86,1.79,0.0,0.15,3.88,25.02,8.81,-0.15700000000000006,72.0,127.33,22.23,150.67,26.4,100.0,11.5,1.5464000000000002,46.0,8.5,284095.0,23.23,134.42,8.0,4.43,5.27,2.25,15.9,50.7,51.2,8.732799999999997,1.6819999999999995,37.0,111.0,10.4,0.87,85.0,67.05,77.04,4.64,4.64,4.34,28.473799999999965,35.63,0.77,0.29,0.14,3.18,9.45,0.0,28.54,0.53,22.0017,6.308099999999999,39.0,0.5,1.46,0.0,69.4,8.0,36.05,3.65,0.68,48.05,20.67,49.85199999999999,1.2,26.27,47.0,51.31,415750.0,760328532.4,3.15,91.6,1.9,56.73,39.82,9.584499999999998,98.0,69.0,33.0,0.607
Yemen,36.47,7.0,65.74,63.25,12.49,42.55,69.03389999999996,11.9949,10.919300000000003,1.8653000000000004,91.24,8002.44,44.63,0.4,0.82,1.52,0.0,39.13999999999999,64.26,30.7,18.882,1780.42,46.41,94.23,629.11,0.0,0.34230000000000005,5.4976,17.378099999999996,23.13,-0.17800000000000002,164.0,24595.33,43.0,31436.0,55.1,23445.0,27.0,0.04,48.0,2.5,12339767.0,30.67,12916.0,1556.67,8.47,0.37,0.05,26.9,40.5,67.2,15.83,4.16,123.0,94.0,10.2,3.77,65.0,46.0,64.0,165.05,146.92,3.59,2.29,44.99,0.66,0.77,0.21,3.45,0.52,0.33,4.12,16.87,6.79,169.8,39.0,0.18,53.41,2.0,81.92,60.0,4.85,2.04,-3.64,23.001500000000018,17.302300000000002,6.5,-0.9,45.53,208.85,441.43,1473005563.85,10112962909.81,11.03,83.1,5.5,3.38,429.91,2.06,95.0,95.0,0.0,0.455
